date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:33:33	19488/19488	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2020:22:32%20GMT	https://magictradersignals.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.21.0	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mind618.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:34	16471/16471	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2020:22:32%20GMT	https://magictradersignals.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:34	11339/11339	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Jun%202023%2020:14:00%20GMT	https://magictradersignals.com/wp-content/plugins/pro-elements/assets/css/frontend-lite.min.css?ver=3.13.2	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/plugins/pro-elements/assets/css/frontend-lite.min2e9d.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:34	30999/30999	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2020:22:32%20GMT	https://magictradersignals.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:35	40376/40376	---M-Z	200	added ('OK')	text/css	date:Thu,%2010%20Aug%202023%2020:22:43%20GMT	https://magictradersignals.com/wp-content/uploads/elementor/css/global.css?ver=1691698963	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/elementor/css/globalf065.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:35	19425/19425	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Aug%202023%2023:30:23%20GMT	https://magictradersignals.com/wp-content/uploads/elementor/css/post-157.css?ver=1693351823	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/elementor/css/post-157ec61.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:36	25443/25443	---M-Z	200	added ('OK')	text/css	date:Thu,%2001%20Jun%202023%2020:13:10%20GMT	https://magictradersignals.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.8.4	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min688f.css	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:36	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Mar%202023%2018:37:34%20GMT	https://magictradersignals.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-includes/js/jquery/jquery.min5aed.js	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:37	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2020:59:16%20GMT	https://magictradersignals.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:37	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2027%20Apr%202024%2005:33:39%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/USER/Desktop/mrx4mind/www.googletagmanager.com/gtm.125445.delayed	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:38	25528/25528	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jun%202023%2020:39:25%20GMT	https://magictradersignals.com/wp-content/uploads/2023/06/03-FAVICON-150x150.png	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/06/03-FAVICON-150x150.png	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:38	26921/26921	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Aug%202023%2023:18:56%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/pngegg-1-1024x576.png	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/pngegg-1-1024x576.png	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:39	77727/77727	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Jun%202023%2020:39:25%20GMT	https://magictradersignals.com/wp-content/uploads/2023/06/03-FAVICON.png	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/06/03-FAVICON.png	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:40	4438/4438	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Aug%202023%2018:39:12%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/google-play.png	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/google-play.png	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:41	137081/137081	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:47%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-5.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-5.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:41	81850/81850	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:48%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-5-768x1097.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-5-768x1097.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:43	130948/130948	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:50%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-4.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-4.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:43	79583/79583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:51%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-4-768x977.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-4-768x977.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:44	117312/117312	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:52%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-3.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-3.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:45	90836/90836	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:55%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-2-768x1031.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-2-768x1031.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:45	101986/101986	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:53%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-2.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-2.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
11:33:45	103744/103744	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Aug%202023%2022:38:53%20GMT	https://magictradersignals.com/wp-content/uploads/2023/08/TM-ING-3-768x1190.jpeg	C:/Users/USER/Desktop/mrx4mind/magictradersignals.com/wp-content/uploads/2023/08/TM-ING-3-768x1190.jpg	(from https://magictradersignals.com/acessar/?utm_medium=paid&utm_source=fb&utm_id=23857845772440036&utm_content=23857848067010036&utm_term=23857848067020036&utm_campaign=23857845772440036&fbclid=IwZXh0bgNhZW0CMTAAAR2ZM46k79aNPPQS7RdJ_jTMXH-3XTzDfhGR-fCTjJz1j1vjosFyYe2RI04_aem_ATh5tvfpkSGAklf9XlxUtbZceSIAk_qjWf9_YsxoeXZJrTqB6wuCkvsEFqmbVfFxX5Kyhjk_9Zbmty7uSxGL0cqD)
